geonameid,name,country_code,country,latitude,longitude,elevation_m,population,timezone,duration_seconds,seconds_sacrificed,sun_altitude_deg,max_eclipse_ut_hours,distance_from_centerline_km,mean_cloud_percent,clear_sky_probability,cloud_observations,lodging_within_25km,camping_within_25km,lodging_within_80km,camping_within_80km
2473738,Erriadh,TN,Tunisia,33.82063,10.85394,11,14426,Africa/Tunis,267.2,115.9,56.66,9.199491,78.8,2.8,0.967,120,138,3,176,5
2522013,Algeciras,ES,Spain,36.13326,-5.45051,29,121414,Europe/Madrid,267.2,115.9,38.28,8.792417,47.8,19.1,0.675,120,357,18,1378,100
404914,Al Ḩayfah,YE,Yemen,15.73494,44.23788,2415,0,Asia/Aden,266.6,116.5,67.11,10.744162,86.7,65.6,0.033,120,2,1,344,10
2465108,Sidi Amor Bou Hajela,TN,Tunisia,35.39742,10.0477,116,7828,Africa/Tunis,266.5,116.6,55.11,9.167669,77.0,2.8,0.95,120,0,0,177,3
2467506,Sbiba,TN,Tunisia,35.54332,9.0737,637,6504,Africa/Tunis,266.5,116.6,53.99,9.139389,75.7,4.3,0.925,120,0,0,53,0
2537611,Sebt Bni Garfett,MA,Morocco,35.25796,-5.83334,154,11311,Africa/Casablanca,266.4,116.7,37.9,8.780028,48.1,19.4,0.717,120,2,1,549,41
2544367,Khemis Sahel,MA,Morocco,35.25344,-6.0796,180,6816,Africa/Casablanca,266.1,117.0,37.64,8.775213,47.6,27.4,0.608,120,39,8,437,28
2558545,Al Hoceïma,MA,Morocco,35.25165,-3.93723,74,395644,Africa/Casablanca,265.7,117.4,39.91,8.81821,53.7,19.3,0.667,120,14,1,31,6
2464179,Wadhraf,TN,Tunisia,33.98332,9.97044,27,9932,Africa/Tunis,265.5,117.6,55.59,9.172167,78.4,4.3,0.933,120,17,0,37,3
80635,Mukhaylá,LY,Libya,32.16005,22.27845,200,1764,Africa/Tripoli,265.2,117.9,69.93,9.586637,89.0,0.5,1.0,120,0,0,19,7
2496232,Frenda,DZ,Algeria,35.06544,1.04945,1058,49376,Africa/Algiers,264.8,118.4,45.32,8.92933,65.2,9.4,0.85,120,1,1,21,1
2509369,Zahara de los Atunes,ES,Spain,36.1369,-5.84591,4,1200,Europe/Madrid,264.0,119.1,37.87,8.784839,49.6,20.3,0.667,120,236,28,1266,102
2473654,El Jem,TN,Tunisia,35.3,10.71667,112,21544,Africa/Tunis,263.6,119.5,55.87,9.187359,79.1,4.3,0.925,120,2,0,285,8
70910,Shahārat al Ghīs,YE,Yemen,16.18411,43.70228,2518,0,Asia/Aden,263.6,119.5,68.09,10.715674,88.6,67.7,0.033,120,2,0,25,3
2527645,Tirhanimîne,MA,Morocco,35.23619,-3.95453,209,55827,Africa/Casablanca,263.5,119.6,39.89,8.817744,55.4,19.3,0.667,120,13,1,31,6
2515812,La Línea de la Concepción,ES,Spain,36.16809,-5.34777,4,64595,Europe/Madrid,263.5,119.7,38.39,8.794614,51.4,18.7,0.683,120,273,7,1675,106
2467077,Chebika,TN,Tunisia,34.31909,7.93519,116,1820,Africa/Tunis,263.3,119.8,53.17,9.111553,76.8,3.2,0.942,120,2,0,49,5
2473229,Chebba,TN,Tunisia,35.23722,11.115,3,22227,Africa/Tunis,262.2,120.9,56.33,9.199265,80.1,5.6,0.9,120,1,1,185,7
2498590,El Attaf,DZ,Algeria,36.22393,1.67187,158,33349,Africa/Algiers,262.1,121.0,45.79,8.9466,66.9,13.9,0.792,120,6,2,85,21
407014,Al Madān,YE,Yemen,16.22413,43.64383,2112,0,Asia/Aden,261.1,122.0,68.19,10.712773,89.5,67.7,0.033,120,1,0,25,3
2473531,Métouia,TN,Tunisia,33.95918,9.99619,27,20648,Africa/Tunis,260.7,122.5,55.63,9.173056,80.6,4.3,0.933,120,18,0,44,3
2514824,Los Barrios,ES,Spain,36.18482,-5.49213,23,23513,Europe/Madrid,260.2,122.9,38.24,8.791909,53.7,19.1,0.675,120,365,18,1421,104
2464020,Souassi,TN,Tunisia,35.34325,10.54745,51,5381,Africa/Tunis,259.9,123.3,55.67,9.182276,80.5,3.0,0.942,120,2,0,272,8
6544437,Guadacorte,ES,Spain,36.19283,-5.4307,1,1113,Europe/Madrid,259.5,123.6,38.3,8.793149,54.4,19.1,0.675,120,296,12,1472,106
2498766,El Achir,DZ,Algeria,36.06386,4.62744,998,158333,Africa/Algiers,259.4,123.7,49.0,9.019104,72.9,9.9,0.842,120,16,2,151,11
7931038,Al Shirūj,YE,Yemen,14.68526,47.76926,1011,0,Asia/Aden,259.4,123.7,61.81,10.867974,84.7,45.8,0.3,120,0,0,3,2
2471012,Rhennouch,TN,Tunisia,33.94055,10.06439,18,28051,Africa/Tunis,259.1,124.0,55.71,9.175181,81.3,4.3,0.933,120,19,0,69,2
89053,Qaryat al Bayyāḑah,LY,Libya,32.56501,21.25415,370,5538,Africa/Tripoli,258.6,124.5,68.62,9.546049,90.5,5.6,0.925,120,1,0,86,11
2550079,Jebha,MA,Morocco,35.20549,-4.66524,14,4102,Africa/Casablanca,258.5,124.6,39.13,8.803048,57.5,24.9,0.6,120,0,2,342,33
2543549,Larache,MA,Morocco,35.19321,-6.15572,38,136505,Africa/Casablanca,258.5,124.6,37.56,8.773441,54.0,28.1,0.583,120,21,5,208,24
2508287,Aïn Beïda,DZ,Algeria,35.79639,7.39278,1008,116064,Africa/Algiers,258.4,124.8,52.07,9.092204,77.2,7.6,0.883,120,5,0,59,2
2511239,San Roque,ES,Spain,36.20983,-5.38452,116,29249,Europe/Madrid,257.4,125.8,38.35,8.79411,56.1,19.1,0.675,120,276,7,1692,109
2558766,Ajdir,MA,Morocco,35.19537,-3.91166,115,5802,Africa/Casablanca,257.3,125.8,39.94,8.818473,60.0,19.3,0.667,120,14,1,31,6
2490180,Mansourah,DZ,Algeria,36.08725,4.45192,667,22117,Africa/Algiers,257.3,125.8,48.81,9.014713,73.7,9.9,0.858,120,1,0,137,10
63081,Caluula,SO,Somalia,11.96611,50.75694,4,6100,Africa/Mogadishu,256.9,126.2,56.25,11.017813,89.4,30.9,0.558,120,0,0,0,0
2479161,Sour el Ghozlane,DZ,Algeria,36.14766,3.69123,884,43985,Africa/Algiers,255.9,127.2,47.97,8.995523,73.3,13.3,0.817,120,2,0,223,18
2521335,Barbate,ES,Spain,36.19237,-5.92186,18,22551,Europe/Madrid,255.8,127.3,37.79,8.783716,56.0,21.8,0.642,120,258,29,1183,106
2503701,Bordj Bou Arreridj,DZ,Algeria,36.07389,4.76139,906,158812,Africa/Algiers,254.7,128.4,49.15,9.022548,75.4,9.9,0.842,120,17,2,176,20
7870034,Jedelienne,TN,Tunisia,35.59316,9.05987,622,4352,Africa/Tunis,254.7,128.4,53.96,9.138829,80.9,4.3,0.925,120,0,0,53,0
2541479,Nador,MA,Morocco,35.16813,-2.93352,19,176600,Africa/Casablanca,254.6,128.5,40.99,8.839071,63.8,25.3,0.625,120,48,2,94,21
80105,Aḩwar,YE,Yemen,13.52019,46.71367,36,0,Asia/Aden,254.6,128.5,62.47,10.875938,87.7,32.8,0.492,120,0,0,0,0
2470028,Kalaat Khasba,TN,Tunisia,35.66259,8.58577,676,2558,Africa/Tunis,253.9,129.2,53.42,9.125365,80.6,5.8,0.908,120,1,0,60,1
8559176,Douar Sidi Bouafif,MA,Morocco,35.17244,-3.86732,26,3658,Africa/Casablanca,253.5,129.6,39.99,8.819316,62.6,20.9,0.65,120,17,1,32,6
360686,Minya,EG,Egypt,28.09193,30.75813,52,283605,Africa/Cairo,253.4,129.7,79.59,9.959693,96.1,0.7,0.992,120,13,0,14,2
2553455,Chefchaouen,MA,Morocco,35.16878,-5.2636,607,46721,Africa/Casablanca,253.4,129.8,38.5,8.790663,59.9,19.2,0.642,120,210,6,410,35
76930,As Sūq al Jadīd,YE,Yemen,15.82496,44.06204,2190,0,Asia/Aden,253.0,130.1,67.4,10.736555,92.1,73.2,0.008,120,6,2,345,9
2498782,El Abadia,DZ,Algeria,36.26951,1.68609,177,27185,Africa/Algiers,252.8,130.3,45.8,8.947022,72.0,13.9,0.792,120,10,1,87,31
12718683,Bouizazarene Ihaddadene,MA,Morocco,35.15779,-2.97377,41,14326,Africa/Casablanca,252.6,130.5,40.94,8.838159,64.9,25.3,0.625,120,48,2,95,21
2537538,Zeghanghane,MA,Morocco,35.15561,-3.00236,99,37154,Africa/Casablanca,252.2,130.9,40.91,8.837521,65.2,25.3,0.625,120,48,1,95,16
404915,Bayt Marrān,YE,Yemen,15.69312,44.2053,2473,0,Asia/Aden,251.6,131.5,67.13,10.744545,92.5,65.6,0.033,120,3,2,347,10
2508228,Aïn Defla,DZ,Algeria,36.26405,1.9679,264,55259,Africa/Algiers,251.4,131.8,46.1,8.953704,73.1,14.0,0.775,120,11,0,93,30
2538392,Ras Kebdana,MA,Morocco,35.14069,-2.42455,5,8277,Africa/Casablanca,251.3,131.8,41.53,8.849991,66.7,27.5,0.542,120,34,13,141,23
2554997,Boudinar,MA,Morocco,35.15601,-3.62358,239,0,Africa/Casablanca,251.0,132.1,40.25,8.824292,64.7,23.1,0.625,120,6,1,65,4
2491911,Khemis Miliana,DZ,Algeria,36.26104,2.22015,299,80512,Africa/Algiers,249.4,133.7,46.37,8.959739,74.4,13.7,0.817,120,24,0,209,33
2550898,Imzouren,MA,Morocco,35.14637,-3.85063,77,40000,Africa/Casablanca,249.0,134.2,40.0,8.819533,65.5,20.9,0.65,120,17,1,32,6
409682,Thuwal,SA,Saudi Arabia,22.28272,39.11245,6,26957,Asia/Riyadh,248.8,134.3,76.58,10.394324,96.6,15.6,0.75,120,4,0,97,0
2471944,Bou Chemma,TN,Tunisia,33.90248,10.05976,41,12182,Africa/Tunis,248.4,134.7,55.72,9.175238,85.5,4.3,0.933,120,19,0,67,3
2537965,Rouadi,MA,Morocco,35.14119,-4.13631,399,0,Africa/Casablanca,247.9,135.2,39.7,8.813483,65.7,20.9,0.65,120,12,2,33,17
2530188,Taouima,MA,Morocco,35.1299,-2.9279,17,0,Africa/Casablanca,247.5,135.6,40.99,8.839037,68.0,25.3,0.625,120,47,2,95,21
408970,Maswarah,YE,Yemen,14.34399,45.72623,1926,0,Asia/Aden,246.8,136.3,64.29,10.82611,92.4,60.5,0.067,120,1,0,10,3
2484620,Oum el Bouaghi,DZ,Algeria,35.87541,7.11353,925,67201,Africa/Algiers,246.6,136.5,51.75,9.084519,81.9,7.5,0.85,120,14,0,96,4
71558,Raydah,YE,Yemen,15.81421,44.04085,2190,0,Asia/Aden,246.2,136.9,67.42,10.736297,94.5,73.2,0.008,120,6,2,345,9
2508059,Aïn Kercha,DZ,Algeria,35.92472,6.69528,819,30575,Africa/Algiers,246.0,137.1,51.28,9.073248,81.7,6.9,0.883,120,4,0,133,6
2509783,Vejer de la Frontera,ES,Spain,36.25213,-5.96717,185,12973,Europe/Madrid,246.0,137.2,37.75,8.783168,62.9,21.8,0.642,120,262,28,1128,104
2544656,Dar Kebdani,MA,Morocco,35.12237,-3.33148,319,3939,Africa/Casablanca,245.2,137.9,40.56,8.8303,68.7,23.3,0.642,120,1,2,67,5
2496042,Ghazaouet,DZ,Algeria,35.09579,-1.85772,5,28433,Africa/Algiers,245.1,138.1,42.15,8.862315,71.2,21.2,0.7,120,6,2,172,29
2504385,Bensekrane,DZ,Algeria,35.07465,-1.22431,244,21283,Africa/Algiers,244.6,138.5,42.84,8.876398,72.5,12.5,0.808,120,33,2,161,21
12640359,Al-Minyā al-Jadīdah,EG,Egypt,28.08639,30.81464,128,17470,Africa/Cairo,244.5,138.6,79.6,9.961744,98.7,0.7,0.992,120,13,0,14,2
7931042,Al Aqţa‘,YE,Yemen,14.66217,45.35123,2066,0,Asia/Aden,244.4,138.7,64.98,10.806662,93.7,61.5,0.1,120,1,0,5,2
2468369,Gabès,TN,Tunisia,33.88146,10.0982,9,110075,Africa/Tunis,244.4,138.7,55.78,9.176501,87.1,4.3,0.933,120,19,0,78,3
2481389,Sidi Abdelli,DZ,Algeria,35.06937,-1.13706,465,23543,Africa/Algiers,244.2,139.0,42.93,8.878303,72.9,12.5,0.808,120,14,1,139,20
34827,Şuwayr,YE,Yemen,16.1818,43.60986,1269,0,Asia/Aden,243.9,139.2,68.22,10.713013,95.4,67.3,0.05,120,1,0,27,3
2544815,Kariat Arkmane,MA,Morocco,35.1071,-2.74693,3,5882,Africa/Casablanca,243.6,139.6,41.19,8.842854,70.6,28.6,0.608,120,22,2,92,22
11092343,Korouna,MA,Morocco,35.11628,-3.64215,316,2822,Africa/Casablanca,243.5,139.6,40.23,8.823706,69.1,20.1,0.658,120,6,1,65,4
2552306,Derdara,MA,Morocco,35.11041,-5.29015,413,0,Africa/Casablanca,243.3,139.8,38.47,8.789882,66.4,12.7,0.825,120,209,5,403,35
2484242,Ouzera,DZ,Algeria,36.25417,2.84722,916,12650,Africa/Algiers,243.2,140.0,47.04,8.974776,78.2,12.3,0.8,120,49,2,452,43
11809041,San Enrique de Guadiaro,ES,Spain,36.30475,-5.29095,27,1051,Europe/Madrid,242.4,140.8,38.44,8.79649,66.4,18.7,0.683,120,358,9,1848,115
2488835,Médéa,DZ,Algeria,36.26417,2.75393,910,145441,Africa/Algiers,242.0,141.1,46.94,8.972515,78.6,12.3,0.8,120,50,2,441,44
12513572,Al Mash‘ilīyah,SA,Saudi Arabia,17.75558,44.468,1134,23252,Asia/Riyadh,241.8,141.3,67.9,10.688832,95.2,51.3,0.225,120,0,0,9,0
11204409,Chehimet Nord,TN,Tunisia,35.43405,10.39448,44,5120,Africa/Tunis,241.7,141.5,55.47,9.177451,87.4,3.4,0.942,120,0,0,237,7
10958491,Bni Bouayach,MA,Morocco,35.10506,-3.84028,118,19951,Africa/Casablanca,241.0,142.1,40.02,8.819552,70.1,20.1,0.658,120,17,1,32,6
2473811,El Bahira,TN,Tunisia,35.33333,11.0,7,7412,Africa/Tunis,241.0,142.1,56.16,9.195421,88.3,5.6,0.9,120,38,2,269,7
410084,Al Hadā,SA,Saudi Arabia,21.35903,40.2803,1961,6885,Asia/Riyadh,240.8,142.3,74.9,10.457959,98.1,37.6,0.392,120,56,0,914,598
2519289,Conil de la Frontera,ES,Spain,36.27719,-6.0885,42,22427,Europe/Madrid,240.4,142.7,37.62,8.781061,66.1,21.8,0.642,120,242,28,1052,95
2483649,Remchi,DZ,Algeria,35.06196,-1.43362,209,31837,Africa/Algiers,240.4,142.7,42.61,8.871639,74.3,16.5,0.7,120,28,1,189,34
2537802,Saidia,MA,Morocco,35.08195,-2.22897,4,9587,Africa/Casablanca,240.3,142.9,41.75,8.854058,73.1,25.0,0.633,120,38,16,157,23
2499095,Draâ Esmar,DZ,Algeria,36.27354,2.71695,880,7465,Africa/Algiers,240.2,142.9,46.9,8.971634,79.3,12.3,0.8,120,50,1,444,44
13132709,Chenini Nahal,TN,Tunisia,33.87223,10.05521,30,17248,Africa/Tunis,239.2,144.0,55.73,9.175265,88.9,4.0,0.95,120,19,0,67,3
64013,Bosaso,SO,Somalia,11.28421,49.18158,12,74287,Africa/Mogadishu,238.7,144.4,57.81,11.001354,90.5,32.5,0.508,120,8,0,8,0
2473264,Rohia,TN,Tunisia,35.65129,9.05306,627,4231,Africa/Tunis,238.7,144.4,53.93,9.138435,87.1,5.8,0.908,120,0,0,51,0
2487444,Miliana,DZ,Algeria,36.30554,2.2248,723,43366,Africa/Algiers,238.6,144.5,46.37,8.959819,79.4,13.7,0.817,120,23,0,213,32
2519763,Castellar de la Frontera,ES,Spain,36.31736,-5.45407,220,3013,Europe/Madrid,238.6,144.5,38.27,8.793358,68.3,19.1,0.675,120,282,10,1749,124
2550749,Laouamra,MA,Morocco,35.06938,-6.08835,37,8509,Africa/Casablanca,238.0,145.2,37.63,8.774055,68.0,30.4,0.6,120,18,3,275,24
104923,Khulayş,SA,Saudi Arabia,22.15553,39.32015,67,20139,Asia/Riyadh,237.7,145.4,76.3,10.40455,99.8,17.5,0.717,120,0,0,202,0
2537469,Selouane,MA,Morocco,35.07313,-2.9423,80,23553,Africa/Casablanca,235.7,147.4,40.98,8.838482,74.3,25.8,0.617,120,49,2,95,22
2473937,Ajim,TN,Tunisia,33.72638,10.75664,5,24294,Africa/Tunis,235.1,148.1,56.59,9.197118,91.0,2.8,0.967,120,57,2,188,5
81615,Sulţān,LY,Libya,31.09396,20.22329,11,3672,Africa/Tripoli,234.8,148.3,68.69,9.533868,98.2,2.2,0.95,120,1,4,133,29
2532542,Senada,MA,Morocco,35.07452,-4.21583,290,0,Africa/Casablanca,234.7,148.4,39.62,8.811556,73.0,18.8,0.65,120,0,1,36,18
107968,Ta’if,SA,Saudi Arabia,21.27028,40.41583,1672,688693,Asia/Riyadh,234.5,148.6,74.7,10.464725,100.0,34.7,0.408,120,60,0,913,598
2464860,Teboulbou,TN,Tunisia,33.8455,10.11423,39,16931,Africa/Tunis,234.1,149.0,55.81,9.177164,90.7,4.0,0.95,120,20,0,91,3
2530814,Tamassint,MA,Morocco,35.07203,-3.96118,300,1999,Africa/Casablanca,234.1,149.0,39.89,8.81683,73.7,18.3,0.7,120,13,1,31,6
2556377,Bab Taza,MA,Morocco,35.06166,-5.19828,864,6448,Africa/Casablanca,233.6,149.5,38.57,8.791345,72.1,12.7,0.825,120,209,4,362,36
2468328,Kalaat es Senam,TN,Tunisia,35.76819,8.34234,656,8145,Africa/Tunis,233.4,149.8,53.11,9.11832,88.3,6.2,0.908,120,1,0,30,1
407096,Ḩabūr,YE,Yemen,16.05097,43.70699,1764,0,Asia/Aden,232.3,150.8,68.01,10.719772,99.2,70.9,0.025,120,1,0,33,4
2472247,Bou Attouche,TN,Tunisia,33.89927,9.78496,55,2700,Africa/Tunis,232.1,151.0,55.41,9.167091,91.0,3.3,0.967,120,1,0,42,5
69640,Washḩah,YE,Yemen,16.30774,43.41066,1514,0,Asia/Aden,232.0,151.2,68.56,10.703617,99.4,67.3,0.05,120,2,0,27,1
2465138,Sidi Alouane,TN,Tunisia,35.37505,10.93899,58,7610,Africa/Tunis,231.1,152.0,56.08,9.193429,91.6,4.6,0.917,120,41,3,272,8
8308730,Aţ Ţalḩ,YE,Yemen,15.156,47.39903,1398,0,Asia/Aden,230.9,152.3,62.58,10.844715,96.0,41.4,0.308,120,0,0,3,8
2473747,El Hamma,TN,Tunisia,33.89152,9.79629,64,47000,Africa/Tunis,230.2,152.9,55.43,9.167464,91.7,3.3,0.967,120,1,0,41,4
6544409,Benalup-Casas Viejas,ES,Spain,36.34375,-5.8128,116,6754,Europe/Madrid,230.0,153.1,37.9,8.786669,72.5,20.3,0.667,120,172,8,1366,116
13645278,Khubāsh,SA,Saudi Arabia,17.55627,44.748,1098,7182,Asia/Riyadh,229.1,154.1,67.42,10.702565,99.1,47.9,0.3,120,0,0,10,0
2514199,Manilva,ES,Spain,36.37645,-5.25026,132,13813,Europe/Madrid,228.2,154.9,38.48,8.797662,74.2,14.6,0.775,120,203,12,1713,123
2555504,Ben Taieb,MA,Morocco,35.04427,-3.45418,414,15568,Africa/Casablanca,228.2,154.9,40.43,8.827338,77.3,21.6,0.633,120,3,1,67,5
84244,Qandūlah,LY,Libya,32.53798,21.57525,616,7760,Africa/Tripoli,227.6,155.5,68.96,9.557101,99.9,4.0,0.942,120,2,1,180,9
11703548,Sidi Senoussi سيدي سنوسي,DZ,Algeria,34.99691,-1.09449,589,7500,Africa/Algiers,227.4,155.7,42.99,8.879021,80.8,12.8,0.817,120,33,0,123,18
7364546,Al ‘Amūd,YE,Yemen,14.72103,45.20676,1661,0,Asia/Aden,227.2,155.9,65.21,10.800989,99.4,61.5,0.1,120,1,0,11,2
2486284,Nedroma,DZ,Algeria,35.01361,-1.74799,355,27742,Africa/Algiers,226.9,156.2,42.28,8.864389,80.2,21.2,0.7,120,15,2,174,28
2508102,Aïn Fakroun,DZ,Algeria,35.97108,6.87374,953,48804,Africa/Algiers,226.8,156.3,51.46,9.077909,89.2,6.9,0.883,120,11,0,126,3
2473883,El Ala,TN,Tunisia,35.61384,9.56256,463,3276,Africa/Tunis,226.6,156.5,54.49,9.152924,91.8,3.5,0.9,120,0,0,18,0
77772,As Sūdah,YE,Yemen,15.95861,43.78083,2035,0,Asia/Aden,224.7,158.4,67.86,10.724675,101.4,70.9,0.025,120,3,0,129,7
2549102,Bni Hadifa,MA,Morocco,35.02251,-4.14009,875,2370,Africa/Casablanca,222.9,160.2,39.7,8.812728,78.9,18.8,0.65,120,0,0,36,16
2543231,Madagh,MA,Morocco,35.01032,-2.33701,76,2677,Africa/Casablanca,222.8,160.3,41.64,8.851402,81.2,25.0,0.633,120,40,17,141,23
2544001,Ksar El Kebir,MA,Morocco,35.00044,-5.90378,18,138262,Africa/Casablanca,222.6,160.5,37.83,8.77728,76.4,30.4,0.6,120,1,0,303,28
7364022,Raḩabah,YE,Yemen,14.8953,44.98893,1473,0,Asia/Aden,222.4,160.7,65.61,10.789878,101.0,56.6,0.117,120,0,0,44,4
64412,Bereeda,SO,Somalia,11.87037,51.05795,10,11262,Africa/Mogadishu,221.9,161.2,55.81,11.027248,117.6,41.3,0.392,120,0,0,1,0
2509031,Abou el Hassan,DZ,Algeria,36.41657,1.19616,189,24022,Africa/Algiers,221.0,162.2,45.25,8.935795,85.6,18.3,0.708,120,3,8,49,25
2498667,El Aouinet,DZ,Algeria,35.86691,7.88673,653,32971,Africa/Algiers,220.9,162.3,52.59,9.10556,92.2,7.0,0.883,120,1,1,46,2
2542013,Al Aaroui,MA,Morocco,35.0109,-3.00938,177,51976,Africa/Casablanca,220.7,162.5,40.91,8.836762,81.2,25.8,0.617,120,20,1,96,22
72557,Mūdīyah,YE,Yemen,13.9284,46.08254,843,0,Asia/Aden,220.6,162.6,63.56,10.847697,100.5,54.5,0.142,120,1,0,4,1
110060,Al ‘Aqīq,SA,Saudi Arabia,20.27358,41.66434,1560,19269,Asia/Riyadh,220.0,163.1,72.74,10.532206,103.4,46.6,0.242,120,2,0,10,0
2508225,’Aïn Deheb,DZ,Algeria,34.84218,1.54697,1081,36146,Africa/Algiers,219.5,163.6,45.9,8.941079,87.2,7.9,0.858,120,0,0,19,1
2531927,Tafersit,MA,Morocco,35.00857,-3.54088,477,3425,Africa/Casablanca,219.3,163.8,40.34,8.825331,81.2,21.6,0.633,120,4,1,67,5
7870035,Rouhia,TN,Tunisia,35.69778,9.14561,774,4688,Africa/Tunis,219.2,163.9,54.01,9.140831,93.7,5.6,0.9,120,1,0,51,0
56505,Iskushuban,SO,Somalia,10.2837,50.23,278,5759,Africa/Mogadishu,218.7,164.4,55.8,11.053745,154.5,37.2,0.508,120,0,0,1,0
2554130,Boureït,MA,Morocco,34.99827,-4.89297,1237,5434,Africa/Casablanca,218.4,164.7,38.89,8.797075,80.0,12.8,0.8,120,3,0,316,31
2467341,Salakta,TN,Tunisia,35.39444,11.04361,8,3477,Africa/Tunis,218.0,165.1,56.18,9.196371,95.8,4.6,0.917,120,40,3,272,6
2508268,Aïn Bessem,DZ,Algeria,36.29333,3.67319,677,32548,Africa/Algiers,217.7,165.4,47.92,8.995221,89.3,13.3,0.817,120,17,0,413,24
73325,Al Māfūd,YE,Yemen,15.34264,47.25217,1054,0,Asia/Aden,217.6,165.5,62.88,10.835372,100.4,42.1,0.325,120,0,0,6,10
2517816,Estepona,ES,Spain,36.42764,-5.14589,69,67012,Europe/Madrid,217.2,165.9,38.59,8.799997,79.6,14.6,0.775,120,237,7,1790,105
2508002,Aïn M’Lila,DZ,Algeria,36.03687,6.57219,775,65371,Africa/Algiers,216.3,166.8,51.11,9.069816,92.4,7.3,0.867,120,11,1,144,6
353802,Kom Ombo,EG,Egypt,24.47669,32.94626,108,409311,Africa/Cairo,216.3,166.8,82.61,10.129007,106.6,4.7,0.925,120,1,0,104,2
2494535,Hammam Righa,DZ,Algeria,36.37972,2.39889,495,8488,Africa/Algiers,215.4,167.7,46.54,8.964182,88.8,15.4,0.783,120,24,13,360,39
2472119,Bou Merdès,TN,Tunisia,35.45716,10.72809,76,4327,Africa/Tunis,215.1,168.0,55.82,9.186927,96.3,4.5,0.917,120,4,0,244,7
2470800,Haffouz,TN,Tunisia,35.63235,9.67624,284,8472,Africa/Tunis,214.0,169.1,54.61,9.156101,95.8,5.0,0.892,120,0,0,20,1
13132698,Amiret El Fhoul,TN,Tunisia,35.44446,10.82765,80,5255,Africa/Tunis,213.4,169.7,55.93,9.189859,96.9,4.5,0.917,120,43,1,271,7
7838650,Djebilet Rosfa,DZ,Algeria,34.86375,0.83496,905,4930,Africa/Algiers,213.3,169.9,45.11,8.923842,88.7,11.0,0.8,120,1,0,31,1
2553694,Brikcha,MA,Morocco,34.96732,-5.57295,307,1274,Africa/Casablanca,212.9,170.2,38.18,8.783541,81.3,16.0,0.758,120,10,3,350,37
83861,Qaşr Lībiyā,LY,Libya,32.63333,21.41667,436,5975,Africa/Tripoli,212.9,170.2,68.73,9.550391,103.6,8.5,0.85,120,5,0,180,9
2493918,Hennaya,DZ,Algeria,34.95139,-1.36806,430,26515,Africa/Algiers,212.6,170.5,42.69,8.872712,86.5,12.5,0.808,120,30,1,185,26
60149,El Dibir,SO,Somalia,11.76667,51.21667,48,200000,Africa/Mogadishu,212.4,170.7,55.54,11.03371,133.1,36.0,0.475,120,0,0,1,0
2467856,Ksour Essaf,TN,Tunisia,35.41808,10.99475,9,37683,Africa/Tunis,212.4,170.7,56.12,9.194835,97.3,4.6,0.917,120,40,3,260,7
2516315,Jimena de la Frontera,ES,Spain,36.43517,-5.45387,149,6681,Europe/Madrid,212.3,170.8,38.27,8.794067,81.4,15.0,0.767,120,79,10,1788,133
13132702,Kerker,TN,Tunisia,35.4816,10.64215,56,7478,Africa/Tunis,211.5,171.6,55.71,9.18434,97.3,4.5,0.917,120,2,0,238,7
2519980,Casares,ES,Spain,36.44689,-5.2858,354,4021,Europe/Madrid,210.9,172.2,38.44,8.797321,82.2,14.6,0.775,120,208,13,1725,127
2550985,Driouch,MA,Morocco,34.97705,-3.37902,287,16096,Africa/Casablanca,210.9,172.3,40.52,8.828683,84.8,21.6,0.633,120,0,0,70,6
410874,Mizhirah,SA,Saudi Arabia,16.82611,42.73333,21,5529,Asia/Riyadh,210.7,172.4,69.76,10.668396,105.4,53.2,0.133,120,48,0,70,1
2527055,Tiztoutine,MA,Morocco,34.97159,-3.15273,198,5224,Africa/Casablanca,209.6,173.5,40.76,8.833518,85.6,23.3,0.642,120,1,1,78,7
2519513,Chiclana de la Frontera,ES,Spain,36.41976,-6.14367,42,83831,Europe/Madrid,208.5,174.6,37.56,8.780893,82.2,14.0,0.8,120,292,29,1039,94
2478876,Tadjenanet,DZ,Algeria,36.12129,5.9867,857,41833,Africa/Algiers,208.5,174.6,50.45,9.054259,94.4,8.2,0.85,120,11,0,211,12
2508297,Aïn Arnat,DZ,Algeria,36.18683,5.31347,1022,25315,Africa/Algiers,208.5,174.6,49.71,9.036673,93.8,11.7,0.8,120,40,2,222,26
2561124,Ahfir,MA,Morocco,34.95368,-2.10027,252,21435,Africa/Casablanca,208.2,174.9,41.9,8.856373,87.3,22.9,0.683,120,34,15,163,24
2498392,El Eulma,DZ,Algeria,36.15281,5.69016,959,145380,Africa/Algiers,207.8,175.3,50.12,9.046468,94.3,10.0,0.85,120,36,1,207,27
2548855,Fifi,MA,Morocco,34.94873,-5.24798,579,0,Africa/Casablanca,206.5,176.7,38.52,8.789848,84.5,12.7,0.825,120,185,2,334,33
2500017,Djelfa,DZ,Algeria,34.67279,3.263,1138,265833,Africa/Algiers,205.6,177.5,47.83,8.984048,93.7,8.3,0.85,120,20,0,35,1
72855,Al Jawl,YE,Yemen,14.45625,48.28066,349,0,Asia/Aden,205.0,178.1,61.01,10.887303,103.4,52.1,0.3,120,0,0,3,1
