geonameid,name,country_code,country,latitude,longitude,elevation_m,population,timezone,duration_seconds,seconds_sacrificed,sun_altitude_deg,max_eclipse_ut_hours,distance_from_centerline_km
2479609,Sig,DZ,Algeria,35.52832,-0.19369,62,61373,Africa/Algiers,305.6,77.5,43.9,8.901319,19.2
13132695,Hebira,TN,Tunisia,35.16815,10.22933,140,3248,Africa/Tunis,305.3,77.8,55.4,9.17391,55.4
2473466,El Ksar,TN,Tunisia,34.3992,8.80399,284,33729,Africa/Tunis,305.1,78.0,54.12,9.136105,53.9
2476897,Tiaret,DZ,Algeria,35.37103,1.31699,1031,178915,Africa/Algiers,305.0,78.1,45.56,8.936318,29.8
7346082,Al Mashāf,YE,Yemen,16.85836,43.19781,359,0,Asia/Aden,305.0,78.1,69.15,10.680672,69.5
2464378,Moularès,TN,Tunisia,34.4888,8.26874,460,21431,Africa/Tunis,304.8,78.3,53.49,9.120389,52.9
2502239,Bou Tlelis,DZ,Algeria,35.57272,-0.8996,103,26144,Africa/Algiers,304.4,78.8,43.13,8.885334,16.4
64670,Bargaal,SO,Somalia,11.28636,51.0773,6,6798,Africa/Mogadishu,304.3,78.8,55.4,11.044234,124.3
77594,Al Ḩajab,YE,Yemen,14.85192,45.52904,2,0,Asia/Aden,304.0,79.1,64.87,10.80537,65.3
2491323,Ksar el Boukhari,DZ,Algeria,35.88889,2.74905,621,59634,Africa/Algiers,303.1,80.0,47.02,8.972017,37.0
2492920,Djidiouia,DZ,Algeria,35.92989,0.82871,70,31996,Africa/Algiers,302.7,80.5,44.94,8.926096,29.7
2487134,Mostaganem,DZ,Algeria,35.93115,0.08918,102,162885,Africa/Algiers,302.2,80.9,44.15,8.908923,26.6
2476700,Tighenif,DZ,Algeria,35.41722,0.32982,517,39938,Africa/Algiers,302.0,81.2,44.48,8.913088,29.5
2503826,Biskra,DZ,Algeria,34.85038,5.72805,115,204661,Africa/Algiers,302.0,81.2,50.54,9.049096,48.8
2498704,El Amria,DZ,Algeria,35.52439,-1.01577,101,26407,Africa/Algiers,301.7,81.4,43.01,8.882561,22.0
73125,Al Malāḩīţ,YE,Yemen,16.76848,43.27582,388,0,Asia/Aden,301.5,81.6,68.99,10.685625,71.3
2508262,’Aïn Boucif,DZ,Algeria,35.89123,3.1585,1123,11989,Africa/Algiers,301.3,81.8,47.46,8.982015,40.4
12513575,Ḩabūnā,SA,Saudi Arabia,17.84722,44.02081,1260,12738,Asia/Riyadh,300.4,82.7,68.54,10.673687,70.6
2485582,Oued Rhiou,DZ,Algeria,35.96124,0.91896,97,55430,Africa/Algiers,300.1,83.0,45.03,8.928278,33.6
8357700,Jayshān,YE,Yemen,14.25204,46.17905,1562,0,Asia/Aden,299.6,83.5,63.63,10.840618,66.9
2473742,Hencha,TN,Tunisia,35.12226,10.74219,53,7575,Africa/Tunis,299.6,83.5,55.98,9.189001,60.3
2473454,El Guetar,TN,Tunisia,34.33628,8.94964,241,14088,Africa/Tunis,299.4,83.7,54.31,9.140576,58.3
407024,Al ‘Ashshah,YE,Yemen,16.25652,43.85476,1197,0,Asia/Aden,299.4,83.7,67.93,10.717553,71.6
2490098,Mascara,DZ,Algeria,35.39664,0.14027,590,108629,Africa/Algiers,299.3,83.8,44.28,8.908587,32.6
2491335,Ksar Chellala,DZ,Algeria,35.21222,2.31889,842,51451,Africa/Algiers,299.3,83.8,46.68,8.960618,41.2
2481246,Sidi Aïssa,DZ,Algeria,35.88548,3.77236,662,66856,Africa/Algiers,298.6,84.5,48.12,8.997472,45.0
101973,Ash Shuqayrī,SA,Saudi Arabia,17.13109,42.82674,103,6069,Asia/Riyadh,298.3,84.8,69.8,10.661755,73.6
78699,Al Qaflah,YE,Yemen,16.31897,43.76792,1305,0,Asia/Aden,297.6,85.5,68.08,10.713247,72.8
410096,Ash Shafā,SA,Saudi Arabia,21.07268,40.31842,2231,72190,Asia/Riyadh,297.4,85.7,74.78,10.467771,76.8
2501525,Chellalat el Adhaouara,DZ,Algeria,35.93968,3.41588,980,26077,Africa/Algiers,294.3,88.8,47.73,8.988492,47.9
2474506,Zeribet el Oued,DZ,Algeria,34.68284,6.51109,47,23187,Africa/Algiers,293.4,89.7,51.46,9.070725,57.4
76147,Dhaybīn,YE,Yemen,15.97712,44.12917,1876,0,Asia/Aden,293.0,90.2,67.4,10.733738,74.7
2542898,Mdiq,MA,Morocco,35.68313,-5.32871,23,61398,Africa/Casablanca,292.7,90.5,38.42,8.792276,2.6
10955770,Cap Negro II,MA,Morocco,35.6597,-5.28525,7,10000,Africa/Casablanca,292.6,90.5,38.47,8.793008,5.3
2508180,’Aïn el Berd,DZ,Algeria,35.36395,-0.51279,483,16548,Africa/Algiers,292.6,90.5,43.57,8.893416,38.5
109417,Al Jumūm,SA,Saudi Arabia,21.61951,39.69659,208,22207,Asia/Riyadh,292.1,91.0,75.73,10.432198,80.2
2497714,El Malah,DZ,Algeria,35.39137,-1.09238,84,19415,Africa/Algiers,291.9,91.2,42.95,8.880415,37.0
2542987,Martil,MA,Morocco,35.61662,-5.27522,5,70274,Africa/Casablanca,291.9,91.2,38.48,8.792972,10.1
7931041,Al Ḩazm,YE,Yemen,14.68919,45.60962,1259,0,Asia/Aden,291.5,91.6,64.66,10.812571,72.7
2494554,Hammam Bou Hadjar,DZ,Algeria,35.37889,-0.96778,148,25912,Africa/Algiers,291.4,91.7,43.08,8.883175,38.1
2526159,Saddina,MA,Morocco,35.6141,-5.45191,313,0,Africa/Casablanca,291.4,91.7,38.29,8.789403,9.9
2508295,’Aïn Azel,DZ,Algeria,35.81846,5.51115,959,37970,Africa/Algiers,291.3,91.9,50.03,9.042051,55.4
2537368,Gueznaia,MA,Morocco,35.70211,-5.89044,40,25771,Africa/Casablanca,290.9,92.2,37.83,8.781447,1.5
2528910,Tétouan,MA,Morocco,35.57845,-5.36837,121,415810,Africa/Casablanca,290.6,92.5,38.38,8.7909,14.1
2572146,Boukhalef,MA,Morocco,35.7328,-5.89954,19,0,Africa/Casablanca,290.6,92.5,37.82,8.781454,4.9
2494073,Hassi Bahbah,DZ,Algeria,35.07109,3.0299,886,77000,Africa/Algiers,290.5,92.6,47.49,8.978298,51.5
2503033,Bou Hanifia el Hamamat,DZ,Algeria,35.31473,-0.05037,232,27576,Africa/Algiers,290.5,92.6,44.08,8.904031,42.4
2530335,Tangier,MA,Morocco,35.76727,-5.79975,20,1035141,Africa/Casablanca,290.4,92.7,37.93,8.783575,8.4
2479916,Sidi Okba,DZ,Algeria,34.74512,5.89833,53,29499,Africa/Algiers,290.1,93.0,50.76,9.053878,58.3
2571932,Azla,MA,Morocco,35.55303,-5.24472,9,22985,Africa/Casablanca,290.0,93.1,38.51,8.79323,17.3
2548818,Fnidek,MA,Morocco,35.84906,-5.35747,21,84558,Africa/Casablanca,289.8,93.3,38.39,8.792627,15.9
2502924,Boukadir,DZ,Algeria,36.06629,1.12602,79,28652,Africa/Algiers,289.1,94.0,45.24,8.933384,46.3
2489279,Draa Klalouche,DZ,Algeria,35.79234,5.97706,875,5000,Africa/Algiers,288.9,94.2,50.54,9.054344,58.0
13645279,Dhahabān,SA,Saudi Arabia,18.09976,41.61605,8,9436,Asia/Riyadh,288.9,94.3,71.93,10.596953,79.8
7341563,Al Ḩarjah,YE,Yemen,15.48869,44.66573,1708,0,Asia/Aden,288.8,94.3,66.39,10.763228,75.9
8259951,Principe,ES,Spain,35.87924,-5.34695,88,12000,Europe/Madrid,288.6,94.5,38.4,8.792983,19.3
2482447,Salah Bey,DZ,Algeria,35.85451,5.29053,976,23339,Africa/Algiers,288.5,94.6,49.78,9.036266,56.9
2552886,Dar Chaoui,MA,Morocco,35.5377,-5.71742,112,1401,Africa/Casablanca,288.4,94.7,38.02,8.783849,17.4
6362987,Ceuta,ES,Spain,35.88919,-5.32042,22,83179,Europe/Madrid,288.3,94.9,38.43,8.793575,20.3
2479247,Sougueur,DZ,Algeria,35.18568,1.49612,1133,71036,Africa/Algiers,288.2,94.9,45.79,8.94032,49.4
2552975,Ben Qarrich,MA,Morocco,35.5109,-5.42047,259,7021,Africa/Casablanca,287.8,95.3,38.33,8.789471,21.4
359169,Banī ‘Ubayd,EG,Egypt,27.95243,30.78082,48,46060,Africa/Cairo,287.7,95.4,79.74,9.963898,84.5
73365,Al Madīd,YE,Yemen,15.64453,44.47337,2091,0,Asia/Aden,287.3,95.8,66.74,10.753315,77.1
107117,Ḑamad,SA,Saudi Arabia,17.10426,42.78155,81,26079,Asia/Riyadh,287.3,95.8,69.85,10.66128,79.1
2521029,Benzú,ES,Spain,35.91653,-5.37293,3,1987,Europe/Madrid,286.6,96.5,38.37,8.792706,23.5
2487805,Meskiana,DZ,Algeria,35.63058,7.66606,850,30071,Africa/Algiers,286.3,96.8,52.43,9.100063,63.0
2503654,Bordj Ghdir,DZ,Algeria,35.90111,4.89806,1088,34136,Africa/Algiers,286.1,97.1,49.34,9.026053,57.7
12718691,Karia,MA,Morocco,35.4665,-5.79715,45,1191,Africa/Casablanca,284.8,98.3,37.93,8.781919,25.1
362277,Abū Qurqāş,EG,Egypt,27.93043,30.83826,54,90266,Africa/Cairo,284.8,98.3,79.77,9.966394,85.6
2540698,Oued Laou,MA,Morocco,35.4484,-5.09627,20,10553,Africa/Casablanca,284.6,98.5,38.67,8.795616,29.4
2557055,Asilah,MA,Morocco,35.46522,-6.03415,17,34011,Africa/Casablanca,284.5,98.6,37.69,8.777331,24.3
2485572,Oued Sly,DZ,Algeria,36.10124,1.19949,90,30504,Africa/Algiers,284.4,98.7,45.31,8.935188,50.6
2473257,Ar Rudayyif,TN,Tunisia,34.3827,8.15549,569,26976,Africa/Tunis,284.3,98.8,53.4,9.117509,66.3
2585234,Hajeb el Aïoun,TN,Tunisia,35.39564,9.5438,353,10631,Africa/Tunis,283.7,99.5,54.56,9.153273,67.7
34724,Bidbadah,YE,Yemen,15.425,44.7,2099,0,Asia/Aden,283.4,99.7,66.31,10.766139,78.6
7870038,Nasrallah,TN,Tunisia,35.35609,9.83071,153,5012,Africa/Tunis,283.0,100.1,54.89,9.161642,68.5
2525973,Zinat,MA,Morocco,35.43,-5.4,332,0,Africa/Casablanca,283.0,100.2,38.35,8.789417,30.5
108198,Ash-Shaqīq,SA,Saudi Arabia,17.7219,42.0255,13,4275,Asia/Riyadh,282.7,100.4,71.19,10.620529,82.0
2480960,Sidi Ben Adda,DZ,Algeria,35.30586,-1.18136,252,11695,Africa/Algiers,282.6,100.6,42.86,8.878093,46.7
2489987,Mazouna,DZ,Algeria,36.12232,0.89865,342,22366,Africa/Algiers,282.5,100.6,44.98,8.928114,51.4
2469321,Melloulèche,TN,Tunisia,35.16617,11.03504,2,6948,Africa/Tunis,282.0,101.2,56.28,9.197311,70.8
2571059,Tizgane,MA,Morocco,35.41211,-5.06836,9,0,Africa/Casablanca,281.9,101.2,38.7,8.795985,33.5
2507901,Aïn Temouchent,DZ,Algeria,35.29749,-1.14037,240,70810,Africa/Algiers,281.8,101.3,42.9,8.878994,47.5
2488202,Melouza,DZ,Algeria,35.97999,4.18665,936,25701,Africa/Algiers,281.7,101.5,48.55,9.007901,59.3
2504581,Beni Saf,DZ,Algeria,35.30099,-1.38226,35,39749,Africa/Algiers,280.9,102.3,42.64,8.873615,47.6
2470384,Houmt Souk,TN,Tunisia,33.87576,10.85745,5,89228,Africa/Tunis,280.2,102.9,56.64,9.199271,72.7
2470789,Haïdra,TN,Tunisia,35.56626,8.44412,840,3451,Africa/Tunis,280.1,103.0,53.3,9.121691,67.8
2473517,Metlaoui,TN,Tunisia,34.32081,8.40157,223,39021,Africa/Tunis,280.0,103.2,53.7,9.124851,69.2
2466897,Chorbane,TN,Tunisia,35.28581,10.3858,110,5710,Africa/Tunis,279.5,103.6,55.52,9.177877,71.1
2481639,Sfizef,DZ,Algeria,35.23464,-0.24435,551,27914,Africa/Algiers,279.5,103.6,43.88,8.899238,52.0
2464770,Tamaghzah,TN,Tunisia,34.38849,7.94313,304,2750,Africa/Tunis,278.8,104.3,53.16,9.111502,69.0
2510599,Tarifa,ES,Spain,36.01393,-5.60695,22,18169,Europe/Madrid,278.5,104.6,38.12,8.788709,35.1
2526968,Tnine Sidi Lyamani,MA,Morocco,35.36929,-5.97242,197,1155,Africa/Casablanca,277.8,105.3,37.75,8.777933,35.2
2473578,M’dhilla,TN,Tunisia,34.25101,8.74704,334,12814,Africa/Tunis,277.4,105.7,54.11,9.135046,71.1
2483936,Râs el Oued,DZ,Algeria,35.9441,5.03107,1102,44947,Africa/Algiers,276.9,106.2,49.47,9.029467,63.9
2504589,Barbouche,DZ,Algeria,36.10589,2.48185,731,4897,Africa/Algiers,276.9,106.2,46.68,8.965727,59.1
2507979,Aïn Oulmene,DZ,Algeria,35.92296,5.29604,927,51207,Africa/Algiers,276.8,106.3,49.76,9.03638,64.5
2508010,’Aïn Merane,DZ,Algeria,36.16277,0.97037,504,34413,Africa/Algiers,276.4,106.7,45.05,8.929845,56.2
2484738,Oumache,DZ,Algeria,34.69292,5.68092,54,10424,Africa/Algiers,276.1,107.0,50.53,9.048072,66.7
2475612,Tolga,DZ,Algeria,34.72224,5.37845,161,50575,Africa/Algiers,274.6,108.5,50.18,9.039855,67.1
2498611,Chlef,DZ,Algeria,36.16525,1.33452,116,178616,Africa/Algiers,274.5,108.6,45.44,8.938503,58.4
2513947,Melilla,ES,Spain,35.29369,-2.93833,14,85985,Africa/Ceuta,273.5,109.6,40.97,8.839483,49.8
2473551,El Mgarsa,TN,Tunisia,33.81682,10.9923,7,63528,Africa/Tunis,273.0,110.1,56.81,9.20369,76.4
2464795,Thala,TN,Tunisia,35.57244,8.67031,962,18230,Africa/Tunis,272.5,110.6,53.54,9.127937,72.2
30543,Al Ghaylah,YE,Yemen,14.59583,45.58333,1754,0,Asia/Aden,272.4,110.7,64.63,10.814757,82.3
2508130,’Aïn el Melh,DZ,Algeria,34.84146,4.16383,930,32880,Africa/Algiers,271.6,111.6,48.8,9.00741,66.8
100399,Az̧ Z̧abyah,SA,Saudi Arabia,17.11788,42.66694,44,11287,Asia/Riyadh,271.1,112.0,70.01,10.657575,86.1
2563695,Had Beni Chiker,MA,Morocco,35.27652,-3.01452,208,4852,Africa/Casablanca,271.1,112.0,40.89,8.837731,51.7
2468925,Midoun,TN,Tunisia,33.80813,10.99228,15,32000,Africa/Tunis,270.9,112.2,56.82,9.20374,77.3
102651,Şabyā,SA,Saudi Arabia,17.1495,42.62537,36,228375,Asia/Riyadh,270.3,112.8,70.08,10.655414,86.5
2481007,Sidi Bel Abbes,DZ,Algeria,35.18994,-0.63085,492,210146,Africa/Algiers,270.2,113.0,43.47,8.890212,58.2
2485618,Oued Fodda,DZ,Algeria,36.18503,1.53299,168,44523,Africa/Algiers,270.1,113.0,45.65,8.943224,61.7
2498954,Ech Chettia,DZ,Algeria,36.19591,1.25537,140,60170,Africa/Algiers,269.8,113.3,45.35,8.936697,61.4
110619,Abū ‘Arīsh,SA,Saudi Arabia,16.96887,42.83251,69,69632,Asia/Riyadh,269.6,113.5,69.7,10.666874,86.6
2500904,Dar Chioukh,DZ,Algeria,34.89638,3.48543,1094,26605,Africa/Algiers,269.2,113.9,48.03,8.989801,67.0
2555882,Beni Enzar,MA,Morocco,35.26,-2.93,9,61786,Africa/Casablanca,269.1,114.1,40.98,8.839524,53.6
2508670,Aghlal,DZ,Algeria,35.20111,-1.06958,490,7146,Africa/Algiers,268.9,114.2,42.99,8.880231,58.1
2508030,Aïn Lechiakh,DZ,Algeria,36.15848,2.40514,470,13745,Africa/Algiers,268.5,114.6,46.59,8.964005,64.3
2587782,Menzel M’heri,TN,Tunisia,35.42031,9.84899,160,3870,Africa/Tunis,268.4,114.7,54.88,9.161891,75.8
2504099,Berrouaghia,DZ,Algeria,36.13516,2.91085,946,55775,Africa/Algiers,268.0,115.1,47.14,8.976186,65.5
73861,Khamir,YE,Yemen,15.98792,43.95362,2465,0,Asia/Aden,268.0,115.1,67.64,10.728631,86.5
2473738,Erriadh,TN,Tunisia,33.82063,10.85394,11,14426,Africa/Tunis,267.2,115.9,56.66,9.199491,78.8
2522013,Algeciras,ES,Spain,36.13326,-5.45051,29,121414,Europe/Madrid,267.2,115.9,38.28,8.792417,47.8
404914,Al Ḩayfah,YE,Yemen,15.73494,44.23788,2415,0,Asia/Aden,266.6,116.5,67.11,10.744162,86.7
2465108,Sidi Amor Bou Hajela,TN,Tunisia,35.39742,10.0477,116,7828,Africa/Tunis,266.5,116.6,55.11,9.167669,77.0
2467506,Sbiba,TN,Tunisia,35.54332,9.0737,637,6504,Africa/Tunis,266.5,116.6,53.99,9.139389,75.7
2537611,Sebt Bni Garfett,MA,Morocco,35.25796,-5.83334,154,11311,Africa/Casablanca,266.4,116.7,37.9,8.780028,48.1
2544367,Khemis Sahel,MA,Morocco,35.25344,-6.0796,180,6816,Africa/Casablanca,266.1,117.0,37.64,8.775213,47.6
2558545,Al Hoceïma,MA,Morocco,35.25165,-3.93723,74,395644,Africa/Casablanca,265.7,117.4,39.91,8.81821,53.7
2464179,Wadhraf,TN,Tunisia,33.98332,9.97044,27,9932,Africa/Tunis,265.5,117.6,55.59,9.172167,78.4
80635,Mukhaylá,LY,Libya,32.16005,22.27845,200,1764,Africa/Tripoli,265.2,117.9,69.93,9.586637,89.0
2496232,Frenda,DZ,Algeria,35.06544,1.04945,1058,49376,Africa/Algiers,264.8,118.4,45.32,8.92933,65.2
2509369,Zahara de los Atunes,ES,Spain,36.1369,-5.84591,4,1200,Europe/Madrid,264.0,119.1,37.87,8.784839,49.6
2473654,El Jem,TN,Tunisia,35.3,10.71667,112,21544,Africa/Tunis,263.6,119.5,55.87,9.187359,79.1
70910,Shahārat al Ghīs,YE,Yemen,16.18411,43.70228,2518,0,Asia/Aden,263.6,119.5,68.09,10.715674,88.6
2527645,Tirhanimîne,MA,Morocco,35.23619,-3.95453,209,55827,Africa/Casablanca,263.5,119.6,39.89,8.817744,55.4
2515812,La Línea de la Concepción,ES,Spain,36.16809,-5.34777,4,64595,Europe/Madrid,263.5,119.7,38.39,8.794614,51.4
2467077,Chebika,TN,Tunisia,34.31909,7.93519,116,1820,Africa/Tunis,263.3,119.8,53.17,9.111553,76.8
2473229,Chebba,TN,Tunisia,35.23722,11.115,3,22227,Africa/Tunis,262.2,120.9,56.33,9.199265,80.1
2498590,El Attaf,DZ,Algeria,36.22393,1.67187,158,33349,Africa/Algiers,262.1,121.0,45.79,8.9466,66.9
407014,Al Madān,YE,Yemen,16.22413,43.64383,2112,0,Asia/Aden,261.1,122.0,68.19,10.712773,89.5
2473531,Métouia,TN,Tunisia,33.95918,9.99619,27,20648,Africa/Tunis,260.7,122.5,55.63,9.173056,80.6
2514824,Los Barrios,ES,Spain,36.18482,-5.49213,23,23513,Europe/Madrid,260.2,122.9,38.24,8.791909,53.7
2464020,Souassi,TN,Tunisia,35.34325,10.54745,51,5381,Africa/Tunis,259.9,123.3,55.67,9.182276,80.5
6544437,Guadacorte,ES,Spain,36.19283,-5.4307,1,1113,Europe/Madrid,259.5,123.6,38.3,8.793149,54.4
2498766,El Achir,DZ,Algeria,36.06386,4.62744,998,158333,Africa/Algiers,259.4,123.7,49.0,9.019104,72.9
7931038,Al Shirūj,YE,Yemen,14.68526,47.76926,1011,0,Asia/Aden,259.4,123.7,61.81,10.867974,84.7
2471012,Rhennouch,TN,Tunisia,33.94055,10.06439,18,28051,Africa/Tunis,259.1,124.0,55.71,9.175181,81.3
89053,Qaryat al Bayyāḑah,LY,Libya,32.56501,21.25415,370,5538,Africa/Tripoli,258.6,124.5,68.62,9.546049,90.5
2550079,Jebha,MA,Morocco,35.20549,-4.66524,14,4102,Africa/Casablanca,258.5,124.6,39.13,8.803048,57.5
2543549,Larache,MA,Morocco,35.19321,-6.15572,38,136505,Africa/Casablanca,258.5,124.6,37.56,8.773441,54.0
2508287,Aïn Beïda,DZ,Algeria,35.79639,7.39278,1008,116064,Africa/Algiers,258.4,124.8,52.07,9.092204,77.2
2511239,San Roque,ES,Spain,36.20983,-5.38452,116,29249,Europe/Madrid,257.4,125.8,38.35,8.79411,56.1
2558766,Ajdir,MA,Morocco,35.19537,-3.91166,115,5802,Africa/Casablanca,257.3,125.8,39.94,8.818473,60.0
2490180,Mansourah,DZ,Algeria,36.08725,4.45192,667,22117,Africa/Algiers,257.3,125.8,48.81,9.014713,73.7
63081,Caluula,SO,Somalia,11.96611,50.75694,4,6100,Africa/Mogadishu,256.9,126.2,56.25,11.017813,89.4
2479161,Sour el Ghozlane,DZ,Algeria,36.14766,3.69123,884,43985,Africa/Algiers,255.9,127.2,47.97,8.995523,73.3
2521335,Barbate,ES,Spain,36.19237,-5.92186,18,22551,Europe/Madrid,255.8,127.3,37.79,8.783716,56.0
2503701,Bordj Bou Arreridj,DZ,Algeria,36.07389,4.76139,906,158812,Africa/Algiers,254.7,128.4,49.15,9.022548,75.4
7870034,Jedelienne,TN,Tunisia,35.59316,9.05987,622,4352,Africa/Tunis,254.7,128.4,53.96,9.138829,80.9
2541479,Nador,MA,Morocco,35.16813,-2.93352,19,176600,Africa/Casablanca,254.6,128.5,40.99,8.839071,63.8
80105,Aḩwar,YE,Yemen,13.52019,46.71367,36,0,Asia/Aden,254.6,128.5,62.47,10.875938,87.7
2470028,Kalaat Khasba,TN,Tunisia,35.66259,8.58577,676,2558,Africa/Tunis,253.9,129.2,53.42,9.125365,80.6
8559176,Douar Sidi Bouafif,MA,Morocco,35.17244,-3.86732,26,3658,Africa/Casablanca,253.5,129.6,39.99,8.819316,62.6
360686,Minya,EG,Egypt,28.09193,30.75813,52,283605,Africa/Cairo,253.4,129.7,79.59,9.959693,96.1
2553455,Chefchaouen,MA,Morocco,35.16878,-5.2636,607,46721,Africa/Casablanca,253.4,129.8,38.5,8.790663,59.9
76930,As Sūq al Jadīd,YE,Yemen,15.82496,44.06204,2190,0,Asia/Aden,253.0,130.1,67.4,10.736555,92.1
2498782,El Abadia,DZ,Algeria,36.26951,1.68609,177,27185,Africa/Algiers,252.8,130.3,45.8,8.947022,72.0
12718683,Bouizazarene Ihaddadene,MA,Morocco,35.15779,-2.97377,41,14326,Africa/Casablanca,252.6,130.5,40.94,8.838159,64.9
2537538,Zeghanghane,MA,Morocco,35.15561,-3.00236,99,37154,Africa/Casablanca,252.2,130.9,40.91,8.837521,65.2
404915,Bayt Marrān,YE,Yemen,15.69312,44.2053,2473,0,Asia/Aden,251.6,131.5,67.13,10.744545,92.5
2508228,Aïn Defla,DZ,Algeria,36.26405,1.9679,264,55259,Africa/Algiers,251.4,131.8,46.1,8.953704,73.1
2538392,Ras Kebdana,MA,Morocco,35.14069,-2.42455,5,8277,Africa/Casablanca,251.3,131.8,41.53,8.849991,66.7
2554997,Boudinar,MA,Morocco,35.15601,-3.62358,239,0,Africa/Casablanca,251.0,132.1,40.25,8.824292,64.7
2491911,Khemis Miliana,DZ,Algeria,36.26104,2.22015,299,80512,Africa/Algiers,249.4,133.7,46.37,8.959739,74.4
2550898,Imzouren,MA,Morocco,35.14637,-3.85063,77,40000,Africa/Casablanca,249.0,134.2,40.0,8.819533,65.5
409682,Thuwal,SA,Saudi Arabia,22.28272,39.11245,6,26957,Asia/Riyadh,248.8,134.3,76.58,10.394324,96.6
2471944,Bou Chemma,TN,Tunisia,33.90248,10.05976,41,12182,Africa/Tunis,248.4,134.7,55.72,9.175238,85.5
2537965,Rouadi,MA,Morocco,35.14119,-4.13631,399,0,Africa/Casablanca,247.9,135.2,39.7,8.813483,65.7
2530188,Taouima,MA,Morocco,35.1299,-2.9279,17,0,Africa/Casablanca,247.5,135.6,40.99,8.839037,68.0
408970,Maswarah,YE,Yemen,14.34399,45.72623,1926,0,Asia/Aden,246.8,136.3,64.29,10.82611,92.4
2484620,Oum el Bouaghi,DZ,Algeria,35.87541,7.11353,925,67201,Africa/Algiers,246.6,136.5,51.75,9.084519,81.9
71558,Raydah,YE,Yemen,15.81421,44.04085,2190,0,Asia/Aden,246.2,136.9,67.42,10.736297,94.5
2508059,Aïn Kercha,DZ,Algeria,35.92472,6.69528,819,30575,Africa/Algiers,246.0,137.1,51.28,9.073248,81.7
2509783,Vejer de la Frontera,ES,Spain,36.25213,-5.96717,185,12973,Europe/Madrid,246.0,137.2,37.75,8.783168,62.9
2544656,Dar Kebdani,MA,Morocco,35.12237,-3.33148,319,3939,Africa/Casablanca,245.2,137.9,40.56,8.8303,68.7
2496042,Ghazaouet,DZ,Algeria,35.09579,-1.85772,5,28433,Africa/Algiers,245.1,138.1,42.15,8.862315,71.2
2504385,Bensekrane,DZ,Algeria,35.07465,-1.22431,244,21283,Africa/Algiers,244.6,138.5,42.84,8.876398,72.5
12640359,Al-Minyā al-Jadīdah,EG,Egypt,28.08639,30.81464,128,17470,Africa/Cairo,244.5,138.6,79.6,9.961744,98.7
7931042,Al Aqţa‘,YE,Yemen,14.66217,45.35123,2066,0,Asia/Aden,244.4,138.7,64.98,10.806662,93.7
2468369,Gabès,TN,Tunisia,33.88146,10.0982,9,110075,Africa/Tunis,244.4,138.7,55.78,9.176501,87.1
2481389,Sidi Abdelli,DZ,Algeria,35.06937,-1.13706,465,23543,Africa/Algiers,244.2,139.0,42.93,8.878303,72.9
34827,Şuwayr,YE,Yemen,16.1818,43.60986,1269,0,Asia/Aden,243.9,139.2,68.22,10.713013,95.4
2544815,Kariat Arkmane,MA,Morocco,35.1071,-2.74693,3,5882,Africa/Casablanca,243.6,139.6,41.19,8.842854,70.6
11092343,Korouna,MA,Morocco,35.11628,-3.64215,316,2822,Africa/Casablanca,243.5,139.6,40.23,8.823706,69.1
2552306,Derdara,MA,Morocco,35.11041,-5.29015,413,0,Africa/Casablanca,243.3,139.8,38.47,8.789882,66.4
2484242,Ouzera,DZ,Algeria,36.25417,2.84722,916,12650,Africa/Algiers,243.2,140.0,47.04,8.974776,78.2
11809041,San Enrique de Guadiaro,ES,Spain,36.30475,-5.29095,27,1051,Europe/Madrid,242.4,140.8,38.44,8.79649,66.4
2488835,Médéa,DZ,Algeria,36.26417,2.75393,910,145441,Africa/Algiers,242.0,141.1,46.94,8.972515,78.6
12513572,Al Mash‘ilīyah,SA,Saudi Arabia,17.75558,44.468,1134,23252,Asia/Riyadh,241.8,141.3,67.9,10.688832,95.2
11204409,Chehimet Nord,TN,Tunisia,35.43405,10.39448,44,5120,Africa/Tunis,241.7,141.5,55.47,9.177451,87.4
10958491,Bni Bouayach,MA,Morocco,35.10506,-3.84028,118,19951,Africa/Casablanca,241.0,142.1,40.02,8.819552,70.1
2473811,El Bahira,TN,Tunisia,35.33333,11.0,7,7412,Africa/Tunis,241.0,142.1,56.16,9.195421,88.3
410084,Al Hadā,SA,Saudi Arabia,21.35903,40.2803,1961,6885,Asia/Riyadh,240.8,142.3,74.9,10.457959,98.1
2519289,Conil de la Frontera,ES,Spain,36.27719,-6.0885,42,22427,Europe/Madrid,240.4,142.7,37.62,8.781061,66.1
2483649,Remchi,DZ,Algeria,35.06196,-1.43362,209,31837,Africa/Algiers,240.4,142.7,42.61,8.871639,74.3
2537802,Saidia,MA,Morocco,35.08195,-2.22897,4,9587,Africa/Casablanca,240.3,142.9,41.75,8.854058,73.1
2499095,Draâ Esmar,DZ,Algeria,36.27354,2.71695,880,7465,Africa/Algiers,240.2,142.9,46.9,8.971634,79.3
13132709,Chenini Nahal,TN,Tunisia,33.87223,10.05521,30,17248,Africa/Tunis,239.2,144.0,55.73,9.175265,88.9
64013,Bosaso,SO,Somalia,11.28421,49.18158,12,74287,Africa/Mogadishu,238.7,144.4,57.81,11.001354,90.5
2473264,Rohia,TN,Tunisia,35.65129,9.05306,627,4231,Africa/Tunis,238.7,144.4,53.93,9.138435,87.1
