geonameid,name,country_code,country,latitude,longitude,elevation_m,population,timezone,duration_seconds,seconds_sacrificed,sun_altitude_deg,max_eclipse_ut_hours,distance_from_centerline_km
2487444,Miliana,DZ,Algeria,36.30554,2.2248,723,43366,Africa/Algiers,238.6,144.5,46.37,8.959819,79.4
2519763,Castellar de la Frontera,ES,Spain,36.31736,-5.45407,220,3013,Europe/Madrid,238.6,144.5,38.27,8.793358,68.3
2550749,Laouamra,MA,Morocco,35.06938,-6.08835,37,8509,Africa/Casablanca,238.0,145.2,37.63,8.774055,68.0
104923,Khulayş,SA,Saudi Arabia,22.15553,39.32015,67,20139,Asia/Riyadh,237.7,145.4,76.3,10.40455,99.8
2537469,Selouane,MA,Morocco,35.07313,-2.9423,80,23553,Africa/Casablanca,235.7,147.4,40.98,8.838482,74.3
2473937,Ajim,TN,Tunisia,33.72638,10.75664,5,24294,Africa/Tunis,235.1,148.1,56.59,9.197118,91.0
81615,Sulţān,LY,Libya,31.09396,20.22329,11,3672,Africa/Tripoli,234.8,148.3,68.69,9.533868,98.2
2532542,Senada,MA,Morocco,35.07452,-4.21583,290,0,Africa/Casablanca,234.7,148.4,39.62,8.811556,73.0
107968,Ta’if,SA,Saudi Arabia,21.27028,40.41583,1672,688693,Asia/Riyadh,234.5,148.6,74.7,10.464725,100.0
2464860,Teboulbou,TN,Tunisia,33.8455,10.11423,39,16931,Africa/Tunis,234.1,149.0,55.81,9.177164,90.7
2530814,Tamassint,MA,Morocco,35.07203,-3.96118,300,1999,Africa/Casablanca,234.1,149.0,39.89,8.81683,73.7
2556377,Bab Taza,MA,Morocco,35.06166,-5.19828,864,6448,Africa/Casablanca,233.6,149.5,38.57,8.791345,72.1
2468328,Kalaat es Senam,TN,Tunisia,35.76819,8.34234,656,8145,Africa/Tunis,233.4,149.8,53.11,9.11832,88.3
407096,Ḩabūr,YE,Yemen,16.05097,43.70699,1764,0,Asia/Aden,232.3,150.8,68.01,10.719772,99.2
2472247,Bou Attouche,TN,Tunisia,33.89927,9.78496,55,2700,Africa/Tunis,232.1,151.0,55.41,9.167091,91.0
69640,Washḩah,YE,Yemen,16.30774,43.41066,1514,0,Asia/Aden,232.0,151.2,68.56,10.703617,99.4
2465138,Sidi Alouane,TN,Tunisia,35.37505,10.93899,58,7610,Africa/Tunis,231.1,152.0,56.08,9.193429,91.6
8308730,Aţ Ţalḩ,YE,Yemen,15.156,47.39903,1398,0,Asia/Aden,230.9,152.3,62.58,10.844715,96.0
2473747,El Hamma,TN,Tunisia,33.89152,9.79629,64,47000,Africa/Tunis,230.2,152.9,55.43,9.167464,91.7
6544409,Benalup-Casas Viejas,ES,Spain,36.34375,-5.8128,116,6754,Europe/Madrid,230.0,153.1,37.9,8.786669,72.5
13645278,Khubāsh,SA,Saudi Arabia,17.55627,44.748,1098,7182,Asia/Riyadh,229.1,154.1,67.42,10.702565,99.1
2514199,Manilva,ES,Spain,36.37645,-5.25026,132,13813,Europe/Madrid,228.2,154.9,38.48,8.797662,74.2
2555504,Ben Taieb,MA,Morocco,35.04427,-3.45418,414,15568,Africa/Casablanca,228.2,154.9,40.43,8.827338,77.3
84244,Qandūlah,LY,Libya,32.53798,21.57525,616,7760,Africa/Tripoli,227.6,155.5,68.96,9.557101,99.9
11703548,Sidi Senoussi سيدي سنوسي,DZ,Algeria,34.99691,-1.09449,589,7500,Africa/Algiers,227.4,155.7,42.99,8.879021,80.8
7364546,Al ‘Amūd,YE,Yemen,14.72103,45.20676,1661,0,Asia/Aden,227.2,155.9,65.21,10.800989,99.4
2486284,Nedroma,DZ,Algeria,35.01361,-1.74799,355,27742,Africa/Algiers,226.9,156.2,42.28,8.864389,80.2
2508102,Aïn Fakroun,DZ,Algeria,35.97108,6.87374,953,48804,Africa/Algiers,226.8,156.3,51.46,9.077909,89.2
2473883,El Ala,TN,Tunisia,35.61384,9.56256,463,3276,Africa/Tunis,226.6,156.5,54.49,9.152924,91.8
77772,As Sūdah,YE,Yemen,15.95861,43.78083,2035,0,Asia/Aden,224.7,158.4,67.86,10.724675,101.4
2549102,Bni Hadifa,MA,Morocco,35.02251,-4.14009,875,2370,Africa/Casablanca,222.9,160.2,39.7,8.812728,78.9
2543231,Madagh,MA,Morocco,35.01032,-2.33701,76,2677,Africa/Casablanca,222.8,160.3,41.64,8.851402,81.2
2544001,Ksar El Kebir,MA,Morocco,35.00044,-5.90378,18,138262,Africa/Casablanca,222.6,160.5,37.83,8.77728,76.4
7364022,Raḩabah,YE,Yemen,14.8953,44.98893,1473,0,Asia/Aden,222.4,160.7,65.61,10.789878,101.0
64412,Bereeda,SO,Somalia,11.87037,51.05795,10,11262,Africa/Mogadishu,221.9,161.2,55.81,11.027248,117.6
2509031,Abou el Hassan,DZ,Algeria,36.41657,1.19616,189,24022,Africa/Algiers,221.0,162.2,45.25,8.935795,85.6
2498667,El Aouinet,DZ,Algeria,35.86691,7.88673,653,32971,Africa/Algiers,220.9,162.3,52.59,9.10556,92.2
2542013,Al Aaroui,MA,Morocco,35.0109,-3.00938,177,51976,Africa/Casablanca,220.7,162.5,40.91,8.836762,81.2
72557,Mūdīyah,YE,Yemen,13.9284,46.08254,843,0,Asia/Aden,220.6,162.6,63.56,10.847697,100.5
110060,Al ‘Aqīq,SA,Saudi Arabia,20.27358,41.66434,1560,19269,Asia/Riyadh,220.0,163.1,72.74,10.532206,103.4
2508225,’Aïn Deheb,DZ,Algeria,34.84218,1.54697,1081,36146,Africa/Algiers,219.5,163.6,45.9,8.941079,87.2
2531927,Tafersit,MA,Morocco,35.00857,-3.54088,477,3425,Africa/Casablanca,219.3,163.8,40.34,8.825331,81.2
7870035,Rouhia,TN,Tunisia,35.69778,9.14561,774,4688,Africa/Tunis,219.2,163.9,54.01,9.140831,93.7
56505,Iskushuban,SO,Somalia,10.2837,50.23,278,5759,Africa/Mogadishu,218.7,164.4,55.8,11.053745,154.5
2554130,Boureït,MA,Morocco,34.99827,-4.89297,1237,5434,Africa/Casablanca,218.4,164.7,38.89,8.797075,80.0
2467341,Salakta,TN,Tunisia,35.39444,11.04361,8,3477,Africa/Tunis,218.0,165.1,56.18,9.196371,95.8
2508268,Aïn Bessem,DZ,Algeria,36.29333,3.67319,677,32548,Africa/Algiers,217.7,165.4,47.92,8.995221,89.3
73325,Al Māfūd,YE,Yemen,15.34264,47.25217,1054,0,Asia/Aden,217.6,165.5,62.88,10.835372,100.4
2517816,Estepona,ES,Spain,36.42764,-5.14589,69,67012,Europe/Madrid,217.2,165.9,38.59,8.799997,79.6
2508002,Aïn M’Lila,DZ,Algeria,36.03687,6.57219,775,65371,Africa/Algiers,216.3,166.8,51.11,9.069816,92.4
353802,Kom Ombo,EG,Egypt,24.47669,32.94626,108,409311,Africa/Cairo,216.3,166.8,82.61,10.129007,106.6
2494535,Hammam Righa,DZ,Algeria,36.37972,2.39889,495,8488,Africa/Algiers,215.4,167.7,46.54,8.964182,88.8
2472119,Bou Merdès,TN,Tunisia,35.45716,10.72809,76,4327,Africa/Tunis,215.1,168.0,55.82,9.186927,96.3
2470800,Haffouz,TN,Tunisia,35.63235,9.67624,284,8472,Africa/Tunis,214.0,169.1,54.61,9.156101,95.8
13132698,Amiret El Fhoul,TN,Tunisia,35.44446,10.82765,80,5255,Africa/Tunis,213.4,169.7,55.93,9.189859,96.9
7838650,Djebilet Rosfa,DZ,Algeria,34.86375,0.83496,905,4930,Africa/Algiers,213.3,169.9,45.11,8.923842,88.7
2553694,Brikcha,MA,Morocco,34.96732,-5.57295,307,1274,Africa/Casablanca,212.9,170.2,38.18,8.783541,81.3
83861,Qaşr Lībiyā,LY,Libya,32.63333,21.41667,436,5975,Africa/Tripoli,212.9,170.2,68.73,9.550391,103.6
2493918,Hennaya,DZ,Algeria,34.95139,-1.36806,430,26515,Africa/Algiers,212.6,170.5,42.69,8.872712,86.5
60149,El Dibir,SO,Somalia,11.76667,51.21667,48,200000,Africa/Mogadishu,212.4,170.7,55.54,11.03371,133.1
2467856,Ksour Essaf,TN,Tunisia,35.41808,10.99475,9,37683,Africa/Tunis,212.4,170.7,56.12,9.194835,97.3
2516315,Jimena de la Frontera,ES,Spain,36.43517,-5.45387,149,6681,Europe/Madrid,212.3,170.8,38.27,8.794067,81.4
13132702,Kerker,TN,Tunisia,35.4816,10.64215,56,7478,Africa/Tunis,211.5,171.6,55.71,9.18434,97.3
2519980,Casares,ES,Spain,36.44689,-5.2858,354,4021,Europe/Madrid,210.9,172.2,38.44,8.797321,82.2
2550985,Driouch,MA,Morocco,34.97705,-3.37902,287,16096,Africa/Casablanca,210.9,172.3,40.52,8.828683,84.8
410874,Mizhirah,SA,Saudi Arabia,16.82611,42.73333,21,5529,Asia/Riyadh,210.7,172.4,69.76,10.668396,105.4
2527055,Tiztoutine,MA,Morocco,34.97159,-3.15273,198,5224,Africa/Casablanca,209.6,173.5,40.76,8.833518,85.6
2519513,Chiclana de la Frontera,ES,Spain,36.41976,-6.14367,42,83831,Europe/Madrid,208.5,174.6,37.56,8.780893,82.2
2478876,Tadjenanet,DZ,Algeria,36.12129,5.9867,857,41833,Africa/Algiers,208.5,174.6,50.45,9.054259,94.4
2508297,Aïn Arnat,DZ,Algeria,36.18683,5.31347,1022,25315,Africa/Algiers,208.5,174.6,49.71,9.036673,93.8
2561124,Ahfir,MA,Morocco,34.95368,-2.10027,252,21435,Africa/Casablanca,208.2,174.9,41.9,8.856373,87.3
2498392,El Eulma,DZ,Algeria,36.15281,5.69016,959,145380,Africa/Algiers,207.8,175.3,50.12,9.046468,94.3
2548855,Fifi,MA,Morocco,34.94873,-5.24798,579,0,Africa/Casablanca,206.5,176.7,38.52,8.789848,84.5
2500017,Djelfa,DZ,Algeria,34.67279,3.263,1138,265833,Africa/Algiers,205.6,177.5,47.83,8.984048,93.7
72855,Al Jawl,YE,Yemen,14.45625,48.28066,349,0,Asia/Aden,205.0,178.1,61.01,10.887303,103.4
2481207,Sidi Akkacha,DZ,Algeria,36.46472,1.30258,120,26558,Africa/Algiers,204.8,178.3,45.36,8.938412,91.5
2501362,Chetouane,DZ,Algeria,34.92129,-1.29512,578,36776,Africa/Algiers,204.0,179.1,42.78,8.874233,89.7
2481700,Sétif,DZ,Algeria,36.19112,5.41373,1096,252127,Africa/Algiers,203.5,179.6,49.81,9.039243,95.4
2511250,San Pedro Alcántara,ES,Spain,36.48839,-4.99123,52,34922,Europe/Madrid,202.5,180.6,38.75,8.803357,85.9
2526435,Zaïo,MA,Morocco,34.94282,-2.7329,198,39099,Africa/Casablanca,202.1,181.0,41.22,8.842467,88.8
2522162,Alcalá de los Gazules,ES,Spain,36.46212,-5.72382,209,5639,Europe/Madrid,202.0,181.1,37.99,8.789046,85.3
2542024,Mokrisset,MA,Morocco,34.92997,-5.35293,571,1784,Africa/Casablanca,201.7,181.5,38.41,8.787653,86.2
13132700,Amiret Touazra,TN,Tunisia,35.48639,10.76283,71,6261,Africa/Tunis,201.3,181.8,55.84,9.187787,100.2
2560792,Ain Erreggada,MA,Morocco,34.93348,-2.22995,215,2941,Africa/Casablanca,201.3,181.9,41.76,8.853444,89.6
2484846,Ouled Mimoun,DZ,Algeria,34.90472,-1.03394,700,25377,Africa/Algiers,201.2,182.0,43.06,8.880102,91.0
2530516,Tamorot,MA,Morocco,34.93632,-4.7794,979,0,Africa/Casablanca,201.1,182.1,39.02,8.799146,87.1
2513961,Medina Sidonia,ES,Spain,36.45695,-5.92717,268,11658,Europe/Madrid,201.0,182.1,37.78,8.785141,85.5
2471726,Dar Ali Ben Hassene,TN,Tunisia,35.5,10.7,89,5068,Africa/Tunis,200.2,182.9,55.77,9.185909,100.4
2529872,Targuist,MA,Morocco,34.93769,-4.31856,1029,14621,Africa/Casablanca,200.1,183.0,39.51,8.808597,88.0
2542230,Midar,MA,Morocco,34.94025,-3.53311,388,16402,Africa/Casablanca,199.9,183.2,40.35,8.825227,88.8
403271,Aş Şarārah,YE,Yemen,15.79449,43.86997,2720,0,Asia/Aden,198.4,184.7,67.64,10.732234,108.4
2557391,Arbaoua,MA,Morocco,34.90239,-5.94871,143,3330,Africa/Casablanca,197.3,185.9,37.78,8.775836,87.2
2555467,Berkane,MA,Morocco,34.92,-2.32,173,119284,Africa/Casablanca,196.4,186.7,41.66,8.851421,91.2
2564788,Aklim,MA,Morocco,34.92,-2.43,102,10586,Africa/Casablanca,195.9,187.2,41.55,8.849022,91.3
2477255,Telerghma,DZ,Algeria,36.11653,6.35434,748,26248,Africa/Algiers,195.8,187.4,50.85,9.063953,98.4
2514169,Marbella,ES,Spain,36.51543,-4.88583,57,156295,Europe/Madrid,195.5,187.6,38.86,8.805566,88.7
2469252,Menzel Salem,TN,Tunisia,35.85673,8.47654,624,2856,Africa/Tunis,195.1,188.0,53.23,9.121772,100.1
12718692,Issaguen,MA,Morocco,34.91875,-4.56889,1254,2701,Africa/Casablanca,195.0,188.1,39.24,8.803291,89.6
102451,Şāmitah,SA,Saudi Arabia,16.59601,42.94435,62,26945,Asia/Riyadh,194.4,188.7,69.35,10.681456,109.2
77800,Aş Şawma‘ah,YE,Yemen,14.08505,45.80101,2040,0,Asia/Aden,194.0,189.2,64.03,10.835854,108.2
2541833,Moulay Bousselham,MA,Morocco,34.88158,-6.29455,45,8050,Africa/Casablanca,193.8,189.3,37.41,8.769014,88.0
12718684,Sidi Slimane Echcharaa,MA,Morocco,34.90818,-2.35055,232,32979,Africa/Casablanca,192.3,190.8,41.63,8.85069,92.5
2511388,San Fernando,ES,Spain,36.4759,-6.19817,15,95174,Europe/Madrid,191.9,191.2,37.51,8.780225,88.6
407094,Al Jamīmah,YE,Yemen,16.01787,43.59647,1547,0,Asia/Aden,191.8,191.3,68.14,10.717669,109.8
11524299,King Abdullah City,SA,Saudi Arabia,22.44633,39.12455,1,10000,Asia/Riyadh,191.6,191.5,76.58,10.38983,111.2
13132706,Menzel Hayet,TN,Tunisia,35.54206,10.57436,102,12952,Africa/Tunis,191.4,191.8,55.61,9.182098,102.6
2521146,Benahavís,ES,Spain,36.52361,-5.04631,189,2275,Europe/Madrid,191.3,191.8,38.69,8.802448,90.0
7890531,Al Khāniq,YE,Yemen,15.50253,44.18158,2191,2,Asia/Aden,191.2,192.0,67.05,10.74965,109.8
2470146,Jerissa,TN,Tunisia,35.84509,8.63028,634,9807,Africa/Tunis,191.0,192.2,53.4,9.126049,101.3
2503620,Bordj Zemoura,DZ,Algeria,36.27462,4.85668,1043,19782,Africa/Algiers,191.0,192.2,49.19,9.024927,98.5
13132703,Amiret Hajjaj,TN,Tunisia,35.50128,10.82032,59,8121,Africa/Tunis,190.7,192.5,55.9,9.189372,102.9
2482572,Saïda,DZ,Algeria,34.83033,0.15171,840,142497,Africa/Algiers,190.6,192.6,44.37,8.907473,95.4
2517595,Fuengirola,ES,Spain,36.53998,-4.62473,13,71482,Europe/Madrid,190.3,192.8,39.12,8.81084,90.8
2517283,Gaucín,ES,Spain,36.51784,-5.31581,619,1847,Europe/Madrid,189.9,193.2,38.41,8.797083,90.1
2475687,Tlemcen,DZ,Algeria,34.87833,-1.315,811,173531,Africa/Algiers,189.4,193.8,42.76,8.873589,94.5
2473274,Rejiche,TN,Tunisia,35.46665,11.03848,6,11410,Africa/Tunis,189.0,194.2,56.15,9.195853,103.5
2477148,Ténès,DZ,Algeria,36.51076,1.30809,50,29220,Africa/Algiers,188.4,194.8,45.35,8.938664,96.6
2470649,Hamadet el Kebalou,TN,Tunisia,35.5,10.86667,60,4406,Africa/Tunis,187.6,195.6,55.95,9.190714,103.7
74167,Jiḩānah,YE,Yemen,15.22628,44.48244,2249,0,Asia/Aden,186.8,196.3,66.48,10.766273,110.7
410914,Kushar,YE,Yemen,16.15523,43.42102,1586,0,Asia/Aden,186.1,197.0,68.46,10.708569,111.2
2504616,Beni Mester,DZ,Algeria,34.87045,-1.42319,683,19808,Africa/Algiers,185.4,197.7,42.64,8.871146,95.6
2501541,Chelghoum el Aïd,DZ,Algeria,36.16286,6.16651,766,54495,Africa/Algiers,184.8,198.3,50.63,9.058954,101.2
12718682,Kassita,MA,Morocco,34.89025,-3.72657,684,2921,Africa/Casablanca,183.4,199.8,40.15,8.820841,94.2
2490183,Mansoûra,DZ,Algeria,34.86158,-1.33935,894,52285,Africa/Algiers,182.9,200.2,42.73,8.872964,96.4
2502958,Bouïra,DZ,Algeria,36.37489,3.902,519,68545,Africa/Algiers,181.9,201.2,48.15,9.001007,100.3
2517260,Genalguacil,ES,Spain,36.54546,-5.23572,540,551,Europe/Madrid,181.7,201.4,38.49,8.79881,93.0
2512857,Paterna de Rivera,ES,Spain,36.52246,-5.86578,129,5306,Europe/Madrid,181.6,201.5,37.85,8.786737,92.5
2571434,Dar Haj Ahmed Ben Ameur,TN,Tunisia,35.66564,9.96665,113,2921,Africa/Tunis,180.9,202.2,54.91,9.164222,104.7
2472837,Zarat,TN,Tunisia,33.66655,10.34896,30,5661,Africa/Tunis,180.3,202.8,56.15,9.185179,105.6
2543667,Lalla Mimouna,MA,Morocco,34.84606,-6.06645,38,17217,Africa/Casablanca,180.2,203.0,37.65,8.773256,92.9
2513163,Ojén,ES,Spain,36.56486,-4.85561,253,2347,Europe/Madrid,179.4,203.7,38.88,8.806383,94.1
2521121,Benarrabá,ES,Spain,36.5512,-5.27608,535,550,Europe/Madrid,179.3,203.9,38.45,8.798066,93.7
358388,Darāw,EG,Egypt,24.40796,32.92324,96,61790,Africa/Cairo,179.0,204.1,82.68,10.13011,114.2
78137,Ar Rawḑah,YE,Yemen,15.43251,44.22399,2219,0,Asia/Aden,178.9,204.2,66.95,10.752945,112.5
2501323,Chiffa,DZ,Algeria,36.46293,2.73873,110,23218,Africa/Algiers,178.2,204.9,46.88,8.972608,100.5
2498752,El Affroun,DZ,Algeria,36.4701,2.62528,96,35074,Africa/Algiers,178.1,205.1,46.76,8.969878,100.5
2486825,Mouzaïa,DZ,Algeria,36.46695,2.68991,121,28552,Africa/Algiers,177.7,205.4,46.83,8.971429,100.6
349717,Samālūţ,EG,Egypt,28.31214,30.71007,41,142009,Africa/Cairo,177.4,205.7,79.35,9.952673,113.9
109481,Al Jarādīyah,SA,Saudi Arabia,16.57946,42.9124,49,7396,Asia/Riyadh,177.4,205.7,69.39,10.68105,112.9
8357764,Saḩḩab,YE,Yemen,15.60223,44.0242,2605,0,Asia/Aden,177.2,206.0,67.32,10.742337,113.1
2484933,Ouled Djellal,DZ,Algeria,34.43,5.06139,229,58481,Africa/Algiers,176.8,206.3,49.91,9.031685,102.9
2555885,Bni Drar,MA,Morocco,34.86005,-1.98979,453,11939,Africa/Casablanca,176.7,206.4,42.03,8.858449,97.6
105299,Jizan,SA,Saudi Arabia,16.88917,42.55111,19,105198,Asia/Riyadh,176.2,207.0,70.05,10.661238,113.3
2503468,Boû Arfa,DZ,Algeria,36.46298,2.81464,241,44143,Africa/Algiers,176.1,207.0,46.96,8.974416,101.1
11776817,Jadder Cemetery,YE,Yemen,15.467,44.17787,1750,10000,Asia/Aden,176.0,207.1,67.04,10.750571,113.0
2516269,Jubrique,ES,Spain,36.56475,-5.2156,581,729,Europe/Madrid,175.1,208.0,38.51,8.7993,95.0
2512169,Puerto Real,ES,Spain,36.52819,-6.19011,14,40183,Europe/Madrid,174.8,208.3,37.51,8.780701,94.4
2490584,Maghnia,DZ,Algeria,34.84969,-1.72753,395,87373,Africa/Algiers,174.5,208.6,42.31,8.864294,98.4
2464809,Tajerouine,TN,Tunisia,35.89174,8.55276,660,19362,Africa/Tunis,174.5,208.6,53.29,9.123763,105.2
2520600,Cadiz,ES,Spain,36.52672,-6.2891,22,116979,Europe/Madrid,173.7,209.4,37.41,8.77884,94.7
2485540,Ouenza,DZ,Algeria,35.95333,8.12917,606,47312,Africa/Algiers,172.9,210.2,52.82,9.111974,105.3
2503769,Blida,DZ,Algeria,36.47004,2.8277,256,331779,Africa/Algiers,172.7,210.5,46.98,8.974739,101.9
2470173,Zarzis,TN,Tunisia,33.50398,11.11215,11,79316,Africa/Tunis,172.2,210.9,57.08,9.209271,107.8
2516421,Istán,ES,Spain,36.58273,-4.94956,295,1461,Europe/Madrid,171.8,211.3,38.79,8.80464,96.3
2501289,Chorfa,DZ,Algeria,36.36505,4.32636,342,20556,Africa/Algiers,171.6,211.5,48.6,9.011671,103.2
78428,‘Amrān,YE,Yemen,15.6594,43.94385,2239,90792,Asia/Aden,171.3,211.8,67.46,10.738331,114.2
2522014,Algatocín,ES,Spain,36.57356,-5.27554,716,934,Europe/Madrid,171.0,212.1,38.45,8.798159,96.2
2521139,Benalmádena,ES,Spain,36.5961,-4.57267,240,58854,Europe/Madrid,170.9,212.2,39.17,8.812115,96.9
2472833,Zouila,TN,Tunisia,35.50056,11.06056,5,44349,Africa/Tunis,170.5,212.6,56.16,9.196319,107.6
2513882,Mijas,ES,Spain,36.59575,-4.63728,418,80630,Europe/Madrid,170.2,212.9,39.11,8.810794,97.0
2521554,Arroyo de la Miel,ES,Spain,36.59917,-4.53505,20,17763,Europe/Madrid,170.2,212.9,39.21,8.812932,97.2
403272,An Nāşirah,YE,Yemen,15.77277,43.80902,2327,0,Asia/Aden,169.4,213.7,67.71,10.731154,114.6
2501767,Charef,DZ,Algeria,34.62098,2.79503,1157,27700,Africa/Algiers,169.4,213.7,47.32,8.972063,103.2
2473572,Mahdia,TN,Tunisia,35.50472,11.06222,7,51803,Africa/Tunis,168.2,215.0,56.16,9.196346,108.1
2470578,El-Hamma-Djerid,TN,Tunisia,34.01152,8.15308,34,6467,Africa/Tunis,167.3,215.8,53.52,9.118905,107.0
84130,Qaryat ‘Umar al Mukhtār,LY,Libya,32.62978,21.67651,761,8031,Africa/Tripoli,167.0,216.1,68.98,9.559019,113.1
2466075,Sidi Ben Nour,TN,Tunisia,35.53333,10.91667,9,4520,Africa/Tunis,166.7,216.4,55.99,9.192001,108.3
2494962,Hadjout,DZ,Algeria,36.51257,2.41382,88,33830,Africa/Algiers,164.4,218.7,46.53,8.964854,103.7
2473449,Kairouan,TN,Tunisia,35.6781,10.09633,65,139070,Africa/Tunis,163.9,219.2,55.04,9.167858,108.4
2547782,Hassi Berkane,MA,Morocco,34.83898,-2.86699,393,0,Africa/Casablanca,163.7,219.4,41.08,8.839102,100.4
2521142,Benalauría,ES,Spain,36.59445,-5.26099,666,469,Europe/Madrid,163.1,220.1,38.46,8.798574,98.5
2510281,Torremolinos,ES,Spain,36.62035,-4.49976,47,65448,Europe/Madrid,162.0,221.1,39.25,8.813738,99.4
71273,Saḩar,YE,Yemen,15.31637,44.3088,2374,31859,Asia/Aden,161.7,221.4,66.77,10.758816,115.9
13132696,Menzel Fersi,TN,Tunisia,35.5515,10.86952,22,3603,Africa/Tunis,161.3,221.9,55.93,9.190551,109.3
2472838,Zeramedine,TN,Tunisia,35.57525,10.73456,82,16806,Africa/Tunis,161.1,222.0,55.77,9.186543,109.3
2508162,’Aïn el Hadjar,DZ,Algeria,34.75846,0.14528,1024,12996,Africa/Algiers,160.3,222.8,44.37,8.907118,103.5
403270,Al Maghrabah,YE,Yemen,15.87722,43.66667,1252,0,Asia/Aden,159.1,224.0,67.97,10.723878,116.3
75163,Ḩaraḑ,YE,Yemen,16.40965,43.05883,105,0,Asia/Aden,158.7,224.4,69.09,10.690406,116.3
2472732,Beni Hassane,TN,Tunisia,35.5672,10.80869,51,8801,Africa/Tunis,158.4,224.7,55.86,9.188718,109.9
2512158,Pujerra,ES,Spain,36.61274,-5.14979,788,316,Europe/Madrid,156.9,226.3,38.58,8.800796,100.2
2525874,Zoumi,MA,Morocco,34.80321,-5.34458,369,4846,Africa/Casablanca,156.7,226.5,38.42,8.787227,100.3
2540810,Ouezzane,MA,Morocco,34.79584,-5.57849,306,65088,Africa/Casablanca,155.8,227.3,38.17,8.782535,100.4
110059,Al ‘Aqīq,SA,Saudi Arabia,20.65,41.41667,1395,19269,Asia/Riyadh,154.7,228.5,73.19,10.513448,117.4
2517772,Faraján,ES,Spain,36.61695,-5.18839,644,242,Europe/Madrid,154.6,228.5,38.54,8.800112,100.8
2503156,Bougaa,DZ,Algeria,36.33293,5.08843,859,31922,Africa/Algiers,154.2,228.9,49.43,9.030881,107.4
2513699,Monda,ES,Spain,36.63027,-4.83192,365,2078,Europe/Madrid,153.7,229.4,38.91,8.807186,101.3
2469744,Kesra,TN,Tunisia,35.81363,9.36434,999,2729,Africa/Tunis,152.3,230.8,54.2,9.146491,110.1
2519198,Cortes de la Frontera,ES,Spain,36.6171,-5.34266,626,3579,Europe/Madrid,152.3,230.9,38.38,8.797146,101.2
2471454,Degache,TN,Tunisia,33.97606,8.2081,58,8134,Africa/Tunis,152.1,231.0,53.6,9.120619,110.0
2516237,Júzcar,ES,Spain,36.62442,-5.16971,645,193,Europe/Madrid,151.5,231.6,38.56,8.800516,101.5
34886,Mustabā’,YE,Yemen,16.22816,43.24895,247,0,Asia/Aden,151.2,232.0,68.73,10.701341,117.6
2480368,Sidi Khaled,DZ,Algeria,34.387,4.98785,204,38987,Africa/Algiers,150.7,232.4,49.83,9.029766,108.5
360531,Al Quşayr,EG,Egypt,26.10611,34.27716,23,24653,Africa/Cairo,150.7,232.4,80.61,10.129311,118.6
8739768,Mosquée,MA,Morocco,34.80622,-2.41297,800,3150,Africa/Casablanca,150.6,232.5,41.57,8.848797,103.9
6559645,San José del Valle,ES,Spain,36.60554,-5.79895,141,0,Europe/Madrid,150.3,232.8,37.91,8.788503,101.5
7363900,An Najd,YE,Yemen,14.42152,45.29596,1996,0,Asia/Aden,150.2,232.9,64.91,10.812434,117.5
2521985,Alhaurín el Grande,ES,Spain,36.643,-4.68728,249,23319,Europe/Madrid,149.8,233.3,39.05,8.81012,102.4
78708,Qaryat al Qābil,YE,Yemen,15.45033,44.12768,2250,0,Asia/Aden,149.7,233.4,67.09,10.749762,118.0
2516463,Igualeja,ES,Spain,36.63208,-5.12188,708,1052,Europe/Madrid,148.7,234.4,38.61,8.801469,102.3
2496643,Feidh el Botma,DZ,Algeria,34.5,3.76667,1110,26857,Africa/Algiers,148.2,234.9,48.43,8.997111,108.3
2518207,El Puerto de Santa María,ES,Spain,36.59389,-6.23298,11,88364,Europe/Madrid,147.6,235.5,37.47,8.780311,101.9
2521837,Alpandeire,ES,Spain,36.63402,-5.20216,702,285,Europe/Madrid,146.6,236.5,38.52,8.79993,102.7
2466499,Sidi el Hani,TN,Tunisia,35.67139,10.31583,87,2820,Africa/Tunis,146.5,236.6,55.28,9.174124,111.8
2469174,Mareth,TN,Tunisia,33.61794,10.28536,51,17385,Africa/Tunis,146.5,236.6,56.09,9.183536,112.1
2479183,Souma,DZ,Algeria,36.51833,2.90528,151,40745,Africa/Algiers,146.2,236.9,47.05,8.976712,107.9
2473439,El Ksour,TN,Tunisia,35.89607,8.88493,712,5576,Africa/Tunis,146.0,237.1,53.65,9.132922,111.1
88380,Az Zuwaytīnah,LY,Libya,30.9522,20.12022,7,21015,Africa/Tripoli,145.4,237.8,68.68,9.532519,116.6
2504622,Beni Mered,DZ,Algeria,36.52389,2.86131,136,92749,Africa/Algiers,144.6,238.5,47.0,8.975656,108.2
78471,Al Wuday‘,YE,Yemen,13.7721,46.01785,796,0,Asia/Aden,143.7,239.4,63.54,10.850685,118.0
2521504,Atajate,ES,Spain,36.64017,-5.24606,739,170,Europe/Madrid,142.9,240.2,38.48,8.79911,103.5
2520056,Cartajima,ES,Spain,36.64548,-5.1541,846,260,Europe/Madrid,141.7,241.4,38.57,8.800887,103.8
2516892,Guaro,ES,Spain,36.6563,-4.83433,343,2068,Europe/Madrid,141.4,241.7,38.9,8.807292,104.2
2521986,Alhaurín de la Torre,ES,Spain,36.66401,-4.56139,93,35114,Europe/Madrid,141.4,241.7,39.18,8.812752,104.4
